AnyID,lat,lon
367,33.14052,-79.94017
368,33.3799,-79.9617
369,33.2278,-80.68082
370,33.98747,-79.02078
371,33.99946,-80.74905
372,33.71757,-79.53978
373,34.27329,-86.03045
374,34.10383,-86.37621
375,33.46461,-86.08627
376,34.31966,-85.82155
377,33.78126,-80.95554
378,33.12821,-79.45041
379,33.24549,-79.37728
380,33.10509,-79.9985
381,32.7763,-80.23884
382,32.9355,-80.393
383,33.16229,-80.2646
384,33.17097,-81.02998
385,33.37492,-79.83668
386,34.0945,-85.10757
387,33.16871,-79.93458
388,33.08598,-79.96605
389,34.13589,-81.25178
390,33.1548,-94.84837
391,33.21659,-79.31499
392,33.2027,-80.0406
393,32.612,-83.034
394,32.61199,-83.03399
395,32.78973,-84.21551
396,32.78967,-84.23177
397,32.84798,-84.13876
398,31.95356,-90.37152
399,31.86356,-90.15716
400,31.77354,-89.66315
401,32.06087,-89.58269
402,31.95076,-90.0085
403,32.94132,-79.89509
404,34.5723,-79.2297
405,33.27984,-79.8143
406,32.80483,-81.32578
407,33.4215,-79.57161
408,33.88615,-81.86028
409,33.3832,-87.70361
410,31.91332,-89.99681
411,32.81921,-84.28897
412,31.78785,-93.69798
413,31.78782,-93.69774
414,31.78789,-93.69759
415,35.02648,-96.83073
416,33.90511,-81.29953
417,34.34283,-95.68714
418,34.53189,-80.6448
419,31.94804,-86.64056
420,33.11839,-80.62434
421,33.10139,-79.42469
422,32.8377,-89.56969
423,33.22982,-80.68192
424,33.99399,-78.93601
425,32.25043,-84.07418
426,32.7744,-83.63455
427,31.96151,-83.80014
428,32.64827,-94.19469
429,31.88419,-89.68818
430,34.62767,-78.75051
431,32.09583,-90.05384
432,31.97282,-89.93768
433,32.02211,-89.62261
434,31.67941,-89.36871
435,31.77863,-89.90484
436,34.77351,-94.47697
437,33.04099,-80.06275
438,33.23849,-80.4092
439,32.96302,-87.25256
440,32.36865,-86.90778
441,33.00679,-81.05639
442,32.99884,-81.05884
443,34.39762,-80.37358
444,33.17946,-80.502
445,33.81242,-80.72729
446,33.07272,-80.48575
447,31.82045,-88.01865
448,32.91787,-86.92018
449,33.22159,-80.6449
450,32.75221,-87.53289
451,32.7587,-87.52928
452,32.03602,-89.60402
453,32.1903,-89.48048
454,34.74551,-78.2666
455,32.7587,-87.52963
456,31.72956,-87.01745
457,33.84639,-79.28656
458,33.77361,-79.13381
459,33.03103,-81.05607
460,32.50678,-94.58695
461,33.07819,-80.52701
462,32.55631,-90.97629
463,33.03319,-79.80463
464,33.43179,-79.9951
465,34.74112,-77.66164
466,33.03303,-79.79195
467,31.92021,-93.04267
468,33.3754,-80.22029
469,32.93553,-79.8919
470,32.1975,-81.20777
471,33.06418,-79.54072
472,32.82534,-80.25741
473,33.20711,-80.72511
474,32.7233,-80.096
475,33.2407,-80.6181
476,33.27174,-80.25777
477,33.13912,-83.51563
478,32.49026,-82.83309
479,31.83148,-88.03954
480,33.29859,-85.2826
481,33.90168,-80.9143
482,32.96268,-80.34309
483,33.46895,-79.99192
484,32.99006,-80.75947
485,34.95558,-81.69946
486,33.05462,-80.18787
487,33.89191,-80.84097
488,32.52107,-81.35413
489,31.85975,-87.57323
490,32.3074,-81.39291
491,32.90729,-83.22751
492,33.00064,-79.83575
493,33.18569,-80.56302
494,33.19559,-80.52703
495,33.62282,-80.00981
496,33.18229,-80.73782
497,32.01013,-92.19982
498,31.96809,-92.60128
499,32.47633,-92.36603
500,32.6067,-86.74027
501,31.71829,-88.12266
502,33.3883,-84.30414
503,31.94802,-83.09409
504,31.948,-83.094
505,33.02644,-93.73131
506,31.6747,-92.34725
507,33.17032,-80.17321
508,33.293,-79.69921
509,32.76681,-80.33684
510,32.8212,-80.359
511,33.00569,-79.87274
512,34.56139,-80.93808
513,33.60483,-82.41754
514,32.31939,-81.24725
515,34.79502,-78.50064
516,33.3298,-79.74728
517,32.90439,-80.38262
518,33.84378,-79.52804
519,32.29507,-92.85775
520,31.72116,-92.33315
521,32.37449,-92.70289
522,33.00154,-79.83445
523,32.9224,-80.29763
524,33.59301,-79.348
525,32.00343,-92.9173
526,33.96466,-79.10353
527,33.92046,-79.19584
528,34.60437,-78.59251
529,34.00992,-78.80695
530,31.96967,-92.62611
531,31.83814,-92.77465
532,32.79831,-82.41847
533,33.91648,-79.32325
534,33.57175,-80.65519
535,33.87683,-78.92888
536,33.31569,-89.24778
537,32.90474,-80.32793
538,32.02634,-87.05361
539,31.82225,-93.29676
540,33.93277,-78.7383
541,31.94598,-92.78036
542,32.49982,-86.95338
543,33.14552,-79.9522
544,31.69218,-87.18549
545,31.7472,-87.18555
546,31.92963,-86.98546
547,32.93578,-80.27744
548,33.25979,-79.95489
549,33.98899,-79.38064
550,33.99915,-79.39069
551,34.97524,-93.63904
552,31.89341,-92.72803
553,31.91969,-92.7567
554,33.46307,-89.6477
555,33.94235,-80.75164
556,33.00808,-93.41782
557,31.94817,-92.89013
558,32.26482,-93.17164
559,31.69971,-92.40933
560,31.75066,-92.18767
561,32.87899,-80.2841
562,32.42192,-92.22343
563,32.18801,-92.84043
564,31.78787,-92.641
565,33.49615,-82.52226
566,32.01449,-87.75654
567,33.0949,-80.0441
568,32.13359,-87.2168
569,32.15443,-80.98293
570,33.23362,-80.2608
571,34.13727,-79.62927
572,33.2086,-80.46269
573,33.19529,-79.4506
574,33.19529,-79.45061
575,32.85221,-79.80895
576,33.85194,-78.70677
577,33.06564,-80.5861
578,32.72849,-80.2236
579,32.74616,-80.26125
580,32.45603,-81.2424
581,33.91551,-79.02911
582,33.07018,-82.15322
583,33.07018,-82.15322
584,33.21168,-80.4609
585,32.18906,-84.08977
586,32.27603,-87.13985
587,33.2622,-85.33501
588,31.72948,-87.75849
589,32.36988,-81.80561
590,31.68743,-87.56774
591,31.6985,-87.56944
592,33.88649,-80.7952
593,34.022,-78.90989
594,32.73731,-81.52421
595,32.23868,-84.45392
596,32.24909,-84.38596
597,32.85199,-85.729
598,33.26422,-79.58924
599,31.78052,-87.59843
600,33.1132,-81.60623
601,32.9485,-79.7219
602,32.20789,-93.15419
603,36.83589,-77.48281
604,32.96023,-79.65023
605,32.20462,-81.19892
606,32.42123,-87.42383
607,33.60914,-79.01413
608,33.06609,-80.36607
609,33.99841,-78.9802
610,33.99841,-78.9802
611,32.6425,-82.2041
612,32.81417,-81.33436
613,34.89912,-78.82965
614,33.11637,-80.3156
615,33.46649,-86.0864
616,33.28138,-79.78214
617,36.9552,-77.42568
618,33.01654,-79.96774
619,32.49772,-81.34796
620,34.07487,-79.14163
621,33.09684,-81.19357
622,33.16303,-79.41226
623,32.98282,-81.77015
624,32.74834,-82.65101
625,33.66831,-82.11148
626,33.78004,-81.84762
627,33.31256,-82.62505
628,33.59692,-82.33638
629,33.58818,-82.33844
630,33.35748,-82.33058
631,33.34344,-82.26688
632,33.69884,-82.70603
633,33.64931,-82.03817
634,33.61213,-82.13684
635,33.68742,-82.79036
636,33.07018,-82.15322
637,32.89015,-82.86114
638,33.13958,-82.86336
639,33.78135,-82.52014
640,33.28476,-82.51532
641,33.19238,-82.38574
642,33.60236,-81.58
643,33.26399,-82.75886
644,33.68907,-82.75645
645,32.86432,-82.24003
646,33.2788,-82.77041
647,33.60896,-82.42967
648,33.27797,-82.19383
649,33.63837,-82.94009
650,33.01695,-82.49786
651,33.82201,-81.95918
652,33.9012,-81.83719
653,33.56411,-82.52516
654,33.34389,-81.84701
655,33.74538,-82.53622
656,33.3393,-82.60539
657,32.86622,-82.5577
658,32.87693,-82.30483
659,33.8008,-82.22112
660,33.61317,-82.08217
661,33.06159,-81.77376
662,33.6985,-82.66839
663,33.63296,-82.67431
664,33.74442,-82.01145
665,33.7043,-81.49552
666,33.7129,-82.10984
667,33.36678,-81.81971
668,33.38851,-82.36031
669,33.37313,-82.35741
670,32.83943,-81.94759
671,33.36027,-82.44239
672,33.44895,-82.34858
673,33.65884,-81.67693
674,33.8066,-81.7959
675,33.58917,-81.52091
676,32.88963,-81.63984
677,33.44303,-82.16929
678,33.46013,-82.30785
679,33.44843,-82.30393
680,33.89041,-82.33051
681,33.79413,-81.9658
682,33.16513,-82.59509
683,33.63377,-82.15395
684,33.34618,-81.86619
685,33.77632,-82.25091
686,33.00452,-82.21671
687,33.58387,-81.46348
688,32.88095,-81.81657
689,33.61984,-82.36846
690,33.03152,-82.36841
691,33.05263,-82.41172
692,33.49557,-82.50026
693,32.91576,-82.15726
694,32.7758,-82.12842
695,33.18371,-82.61715
696,33.7063,-81.85716
697,33.80516,-81.79513
698,32.75976,-82.07463
699,33.16328,-82.10328
700,33.81967,-81.88703
701,33.79582,-82.57956
702,33.74747,-82.29243
703,33.3213,-82.84341
704,33.63866,-82.80707
705,32.65538,-81.83608
706,33.80327,-82.45771
707,33.64488,-82.19428
708,33.50671,-81.80352
709,32.99008,-82.43953
710,33.74284,-82.33016
711,33.1392,-82.50056
712,33.00465,-81.90742
713,33.69279,-82.8786
714,33.28134,-82.25928
715,33.15616,-82.03572
716,33.32739,-82.64106
717,33.581,-82.61711
718,33.21291,-83.06512
719,33.49802,-82.29583
720,33.2035,-82.43083
721,33.78845,-82.85302
722,33.37862,-81.88074
723,33.56329,-81.94176
724,32.64884,-82.06542
725,33.85699,-82.89929
726,33.61092,-82.73574
727,34.36272,-82.29333
728,32.99842,-82.4021
729,33.11968,-81.95699
730,33.78703,-82.93839
731,33.12333,-82.53979
732,33.71064,-82.03283
733,33.8368,-82.00239
734,33.55709,-82.49394
735,33.71882,-82.57645
736,33.44493,-82.356
737,33.47608,-82.54007
738,33.31418,-82.07717
739,33.46105,-82.23626
740,33.61379,-81.85087
741,33.58465,-82.40172
742,33.90506,-82.79333
743,33.53612,-82.6039
744,33.06779,-82.98854
745,33.71199,-82.52962
746,33.69812,-82.48825
747,33.96537,-82.73218
748,33.53825,-82.44813
749,33.51292,-82.93653
750,33.59997,-83.0582
751,33.85917,-82.28673
752,33.76772,-82.09271
753,33.56073,-81.57146
754,33.315,-82.07632
755,32.83264,-82.9472
756,33.26994,-82.49059
757,33.15132,-82.68278
758,33.49193,-82.72562
759,33.96165,-81.95965
760,33.98354,-82.21498
761,33.51963,-82.17298
762,33.13701,-81.82348
763,33.2836,-82.04329
764,33.57821,-81.61971
765,33.57568,-82.4115
766,33.35326,-83.22879
767,33.79232,-81.94584
768,33.00464,-82.10358
769,33.53941,-82.4
770,33.81098,-81.75563
771,32.9739,-81.57012
772,33.4267,-82.48214
773,33.06175,-82.94529
774,32.68198,-81.83872
775,33.64216,-82.12928
776,33.77309,-82.00297
777,33.78249,-82.1151
778,33.87107,-82.21551
779,33.83035,-82.10556
780,33.29245,-82.5934
781,33.20234,-82.76581
782,33.69812,-81.97926
783,33.76117,-81.86607
784,33.13638,-82.15517
785,33.38311,-82.49606
786,32.70099,-81.77662
787,33.89746,-81.9441
788,33.59652,-82.40897
789,33.34334,-82.70357
790,33.77919,-82.67789
791,33.63502,-81.81244
792,33.74429,-82.0195
793,32.87771,-82.65356
794,33.71128,-81.87423
795,33.31344,-82.00418
796,32.89455,-82.61136
797,32.99985,-81.9283
798,33.56765,-82.3809
799,32.97153,-82.02388
800,32.8817,-82.31047
801,33.33556,-82.45839
802,33.63834,-81.2887
803,33.81755,-81.72625
804,33.78046,-81.60889
805,33.75262,-81.86325
806,33.16907,-81.79164
807,33.13832,-82.33763
808,33.27249,-81.87819
809,32.95559,-82.56711
810,33.03675,-81.62027
811,33.81855,-83.00745
812,33.32642,-82.059
813,33.36736,-81.89562
814,33.5032,-82.32082
815,33.71336,-81.98911
816,33.43465,-82.51885
817,33.37146,-82.52408
818,33.17297,-82.07834
819,33.27989,-82.15086
820,34.02444,-82.41163
821,33.16881,-82.64603
822,33.30819,-82.07382
823,32.94806,-81.90421
824,33.06931,-81.67117
825,33.45145,-82.39155
826,33.47856,-81.82419
827,33.00671,-81.98613
828,33.43745,-81.6892
829,32.80724,-81.97288
830,33.30813,-81.95866
831,33.8284,-82.28202
832,33.90615,-82.00424
833,33.91008,-81.99986
834,33.83303,-82.63584
835,33.19977,-82.24431
836,33.32961,-82.51374
837,33.24472,-82.66379
838,33.10166,-82.53322
839,33.27313,-81.93286
840,33.07309,-82.29855
841,33.23928,-82.67867
842,33.21984,-82.31945
843,33.66753,-81.89763
844,33.85091,-82.75687
845,33.64312,-82.39047
846,33.06247,-82.0911
847,33.56782,-82.39989
848,33.60527,-82.41201
849,32.96572,-82.44922
850,33.18429,-81.40696
851,32.94001,-82.23745
852,33.35485,-81.87376
853,33.75212,-82.55383
854,33.30994,-82.08035
855,33.10996,-82.48341
856,33.19957,-82.80907
857,33.72731,-81.89377
858,33.82133,-83.10201
859,33.01301,-81.90114
860,33.29129,-82.51363
861,33.30752,-82.14194
862,33.77032,-82.21741
863,32.95294,-82.74828
864,33.79139,-82.35129
865,33.71406,-81.82077
866,33.2735,-81.95445
867,32.83532,-81.86061
868,32.96936,-82.51845
869,33.71147,-82.08427
870,32.88877,-82.16075
871,33.32287,-82.10478
872,33.77364,-81.72099
873,33.21042,-82.674
874,33.70621,-81.82989
875,33.40996,-82.28853
876,33.60298,-82.27848
877,33.40904,-82.05068
878,32.98905,-81.72609
879,33.09162,-81.62292
880,33.79651,-82.39812
881,33.22217,-82.67031
882,33.83172,-81.7302
883,33.3734,-82.34412
884,33.58497,-81.96506
885,33.05136,-82.63845
886,32.93255,-82.94231
887,32.97789,-81.70355
888,33.08901,-81.54653
889,33.03428,-82.28509
890,32.97406,-81.93106
891,33.55303,-82.32365
892,33.43565,-82.41399
893,33.5647,-82.30238
894,33.31924,-81.59381
895,33.7568,-82.20891
896,33.76664,-82.20814
897,33.35053,-82.02087
898,33.36871,-82.26789
899,33.16559,-82.32644
900,32.64593,-81.8015
901,32.65216,-81.80557
902,33.20594,-82.66102
903,33.09114,-81.59033
904,32.92747,-81.8842
905,33.76813,-81.9445
906,33.22197,-82.94201
907,33.43142,-82.78041
908,32.70752,-81.80557
909,33.47165,-82.56271
910,33.63866,-83.24903
911,33.51341,-82.73081
912,33.56683,-82.39494
913,33.81136,-82.75683
914,32.94872,-82.2666
915,33.67656,-82.56178
916,33.43927,-82.40115
917,33.8414,-82.72368
918,33.31733,-81.95944
919,33.96343,-81.89406
920,33.81413,-81.82745
921,33.9357,-81.91967
922,33.85939,-81.76618
923,33.80542,-81.9127
924,33.76653,-81.96401
925,33.73908,-81.97674
926,33.9262,-81.92689
927,33.66036,-82.08889
928,33.67494,-82.08522
929,33.72239,-82.42703
930,33.25614,-82.58447
931,33.58779,-82.29235
932,33.48124,-82.36016
933,33.73245,-81.93213
934,33.31774,-81.96319
935,33.75878,-83.04841
936,33.4292,-82.37197
937,33.31897,-82.88558
938,33.66388,-82.48265
939,33.69349,-82.43832
940,33.41057,-82.52282
941,33.51759,-82.28246
942,33.44959,-82.08678
943,32.81261,-82.48034
944,33.78649,-82.87871
945,33.47184,-82.6041
946,33.79509,-82.50603
947,33.56591,-82.45738
948,33.23958,-82.51378
949,33.3672,-82.56327
950,33.46966,-82.5691
951,32.93211,-82.51328
952,32.72074,-81.98007
953,33.28172,-82.47899
954,33.71332,-82.60022
955,33.21179,-82.48836
956,32.99044,-82.43987
957,33.48271,-82.23855
958,33.64388,-82.00869
959,33.36219,-81.90797
960,32.707,-82.10481
961,32.71523,-82.10569
962,33.65338,-82.22493
963,33.57238,-82.85082
964,33.42346,-82.6575
965,32.96635,-81.96805
966,32.91201,-81.88501
967,33.78404,-82.43579
968,33.82481,-82.9166
969,33.76098,-81.9674
970,33.44161,-82.2515
971,33.62885,-83.10187
972,33.82323,-81.9652
973,33.68201,-83.19845
974,33.6893,-82.67621
975,33.3563,-82.73851
976,33.80028,-81.94887
977,33.58213,-82.3161
978,33.36589,-81.93419
979,33.92448,-82.0047
980,33.19203,-83.11055
981,33.87385,-81.86883
982,33.80878,-82.25485
983,33.81439,-82.10325
984,33.66287,-82.05122
985,33.8868,-82.50982
986,33.62365,-83.04304
987,33.96385,-82.14092
988,33.29976,-81.81331
989,33.16714,-82.08766
990,33.63274,-82.39134
991,33.41524,-82.34575
992,33.91011,-82.13093
993,33.6316,-82.42117
994,33.60262,-82.33656
995,33.48124,-82.36344
996,33.34551,-81.85925
997,33.39077,-82.23376
998,33.59837,-82.04591
999,33.89011,-82.05325
1000,33.83181,-82.07784
1001,33.94715,-81.90061
1002,33.28653,-82.01969
1003,33.77795,-81.83429
1004,32.96093,-82.58764
1005,33.81651,-82.08623
1006,33.7401,-82.07804
1007,33.89704,-81.81641
1008,33.51434,-82.17303
1009,32.93466,-82.51446
1010,33.25654,-82.05345
1011,33.5101,-82.32709
1012,33.25869,-81.99037
1013,33.60647,-82.04772
1014,33.58503,-82.33149
1015,33.60049,-82.65125
1016,33.13296,-82.65856
1017,33.73794,-82.16237
1018,33.67971,-82.0594
1019,33.8399,-81.9875
1020,33.83401,-82.25016
1021,33.95074,-81.99269
1022,33.85347,-82.30256
1023,33.55348,-82.94538
1024,33.44286,-82.24634
1025,33.81236,-81.93726
1026,32.68058,-81.87243
1027,33.63222,-82.13695
1028,32.9822,-82.44975
1029,33.42818,-82.33939
1030,33.74998,-81.98128
1031,33.60883,-82.05198
1032,33.92167,-82.0828
1033,33.04806,-82.93489
1034,33.73602,-81.93852
1035,33.76426,-81.80002
1036,33.78252,-81.8346
1037,33.47177,-82.56875
1038,33.72781,-82.09854
1039,33.84102,-82.07328
1040,33.69178,-82.0575
1041,33.88348,-81.72572
1042,33.72383,-82.14288
1043,33.77671,-82.11173
1044,33.77567,-82.11108
1045,33.74032,-81.97731
1046,33.76352,-82.02039
1047,33.78838,-81.82095
1048,33.44737,-82.14887
1049,33.84907,-82.48639
1050,32.96339,-82.60664
1051,32.97832,-82.10527
1052,33.61155,-82.03839
1053,33.73677,-81.92807
1054,33.63335,-82.34227
1055,33.63487,-82.21382
1056,33.66157,-82.83349
1057,33.29918,-82.07323
1058,33.63324,-82.34222
1059,33.72642,-81.89867
1060,33.80788,-82.09414
1061,33.58899,-82.25348
1062,33.77723,-81.97348
1063,33.43961,-82.16978
1064,33.65695,-82.24021
1065,33.60795,-83.01466
1066,33.70516,-82.61636
1067,33.71226,-82.62417
1068,33.46677,-82.19855
1069,33.50324,-82.33621
1070,33.54637,-82.10202
1071,33.3285,-82.37866
