id,address,city,state,zip,newzip,ziplat,ziplon,zip_geo_city,zip_status,lat,lon,time
346,10110 AMESTOY AVENUE,NORTHRIDGE,CA,91325-1607,91325,34.23,-118.52,Northridge,ZIP5_uszipcode,34.254329,-118.506429,2020-08-20 21:59:41.581799
347,9757 1/2 GLENOAKS BLVD,SUN VALLEY,CA,91352-1013,91352,34.24,-118.34,Sun Valley,ZIP5_uszipcode,34.246551,-118.384894,2020-08-20 21:59:41.831751
348,12128 MITCHELL AVENUE,LOS ANGELES,CA,90066-4513,90066,34.0,-118.43,Los Angeles,ZIP5_uszipcode,34.001438,-118.427897,2020-08-20 21:59:42.050459
349,9858 BALBOA BLVD,NORTHRIDGE,CA,91325-1904,91325,34.23,-118.52,Northridge,ZIP5_uszipcode,34.250016,-118.501944,2020-08-20 21:59:42.394145
350,3131 CASITAS AVENUE,LOS ANGELES,CA,90039-2410,90039,34.12,-118.26,Los Angeles,ZIP5_uszipcode,34.113777,-118.248796,2020-08-20 21:59:42.597233
351,34231 CAMINO CAPISTRANO,CAPISTRANO BEACH,CA,92624-1156,92624,33.46,-117.67,Capistrano Beach,ZIP5_uszipcode,33.465537,-117.673295,2020-08-20 21:59:42.831563
352,7407 MCCOOL AVENUE,LOS ANGELES,CA,90045-1233,90045,33.96,-118.4,Los Angeles,ZIP5_uszipcode,33.97587,-118.40121,2020-08-20 21:59:43.065895
353,8908 S SAN PEDRO STREET,LOS ANGELES,CA,90003-3821,90003,33.96,-118.27,Los Angeles,ZIP5_uszipcode,33.955242,-118.269277,2020-08-20 21:59:43.331470
354,13115 TELFAIR AVENUE,SYLMAR,CA,91342-3574,91342,34.3,-118.4,Sylmar,ZIP5_uszipcode,34.307204,-118.478746,2020-08-20 21:59:43.581420
355,5742 4TH AVENUE,LOS ANGELES,CA,90043-2634,90043,33.99,-118.34,Los Angeles,ZIP5_uszipcode,33.989714,-118.321185,2020-08-20 21:59:43.878241
356,1034 AVENUE A,REDONDO BEACH,CA,90277-4818,90277,33.83,-118.39,Redondo Beach,ZIP5_uszipcode,33.826575,-118.374496,2020-08-20 21:59:44.190681
357,508 W 160TH STREET,GARDENA,CA,90248-2416,90248,33.87,-118.29,Gardena,ZIP5_uszipcode,33.886123,-118.28308,2020-08-20 21:59:44.409390
358,1056 N LAKE STREET,BURBANK,CA,91502-1624,91502,34.18,-118.31,Burbank,ZIP5_uszipcode,34.186056,-118.321979,2020-08-20 21:59:44.628099
359,1152 W 21ST STREET,SAN PEDRO,CA,90731-4923,90731,33.74,-118.27,San Pedro,ZIP5_uszipcode,33.725455,-118.302444,2020-08-20 21:59:44.971785
360,1343 W 35TH STREET,LOS ANGELES,CA,90007-3411,90007,34.03,-118.28,Los Angeles,ZIP5_uszipcode,34.024791,-118.298762,2020-08-20 21:59:45.299847
361,12011 SAN VICENTE BLVD #702,LOS ANGELES,CA,90049-4949,90049,34.09,-118.5,Los Angeles,ZIP5_uszipcode,34.052408,-118.473411,2020-08-20 21:59:45.627910
362,2014 W 81ST STREET,LOS ANGELES,CA,90047-2614,90047,33.95,-118.31,Los Angeles,ZIP5_uszipcode,33.965273,-118.313984,2020-08-20 21:59:45.909107
363,3250 W OLYMPIC BLVD #101,LOS ANGELES,CA,90006-2368,90006,34.05,-118.29,Los Angeles,ZIP5_uszipcode,34.052191,-118.308511,2020-08-20 21:59:46.190305
364,3708 CORINTH AVENUE,LOS ANGELES,CA,90066-3438,90066,34.0,-118.43,Los Angeles,ZIP5_uszipcode,34.012484,-118.421544,2020-08-20 21:59:46.409020
365,9560 W PICO BLVD,LOS ANGELES,CA,90035-1214,90035,34.05,-118.39,Los Angeles,ZIP5_uszipcode,34.055047,-118.397144,2020-08-20 21:59:46.690225
366,13931 BRANTON PLACE,SHERMAN OAKS,CA,91423-1203,91423,34.15,-118.43,Sherman Oaks,ZIP5_uszipcode,34.164187,-118.436623,2020-08-20 21:59:46.924541
367,2314 GLENDALE BLVD,LOS ANGELES,CA,90039-3253,90039,34.12,-118.26,Los Angeles,ZIP5_uszipcode,34.097688,-118.258939,2020-08-20 21:59:47.315093
368,1232 N VIRGIL AVENUE,LOS ANGELES,CA,90029-2018,90029,34.09,-118.29,Los Angeles,ZIP5_uszipcode,34.094464,-118.286305,2020-08-20 21:59:47.549421
369,1619 W GARVEY AVENUE N #202,WEST COVINA,CA,91790-2147,91790,34.07,-117.94,West Covina,ZIP5_uszipcode,34.073076,-117.940511,2020-08-20 21:59:47.830619
370,1800 S FLOWER STREET,LOS ANGELES,CA,90015-3424,90015,34.04,-118.27,Los Angeles,ZIP5_uszipcode,34.034984,-118.269672,2020-08-20 21:59:48.064950
371,18840 NORDHOFF STREET,NORTHRIDGE,CA,91324-3811,91324,34.24,-118.55,Northridge,ZIP5_uszipcode,34.235401,-118.543528,2020-08-20 21:59:48.283659
372,660 N FORBES AVENUE,MONTEBELLO,CA,90640-,90640,34.01,-118.11,Montebello,ZIP5_uszipcode,34.017693,-118.091402,2020-08-20 21:59:48.533251
373,717 DANFORTH DRIVE,LOS ANGELES,CA,90065-3347,90065,34.11,-118.23,Los Angeles,ZIP5_uszipcode,34.105791,-118.215803,2020-08-20 21:59:48.783206
374,5001 E 61ST STREET,MAYWOOD,CA,90270-3405,90270,33.99,-118.19,Maywood,ZIP5_uszipcode,33.982773,-118.175901,2020-08-20 21:59:49.048781
375,1446 S UNION AVENUE,LOS ANGELES,CA,90015-3206,90015,34.04,-118.27,Los Angeles,ZIP5_uszipcode,34.041596,-118.278242,2020-08-20 21:59:49.345598
376,14808 VALERIO STREET,VAN NUYS,CA,91405-1819,91405,34.2,-118.45,Van Nuys,ZIP5_uszipcode,34.204528,-118.455621,2020-08-20 21:59:49.611173
377,2734 COUNCIL STREET,LOS ANGELES,CA,90026-4754,90026,34.08,-118.26,Los Angeles,ZIP5_uszipcode,34.071585,-118.277943,2020-08-20 21:59:49.873062
378,23809 SYLVAN STREET,WOODLAND HILLS,CA,91367-1245,91367,34.17,-118.62,Woodland Hills,ZIP5_uszipcode,34.18472,-118.644963,2020-08-20 21:59:50.154260
379,8419 S VERMONT AVENUE,LOS ANGELES,CA,90044-3423,90044,33.95,-118.29,Los Angeles,ZIP5_uszipcode,33.962122,-118.29215,2020-08-20 21:59:50.404214
380,2205 5TH AVENUE,LOS ANGELES,CA,90018-1120,90018,34.03,-118.32,Los Angeles,ZIP5_uszipcode,34.036876,-118.322755,2020-08-20 21:59:50.701032
381,3443 FEDERAL AVENUE,LOS ANGELES,CA,90066-2032,90066,34.0,-118.43,Los Angeles,ZIP5_uszipcode,34.014961,-118.430996,2020-08-20 21:59:51.067590
382,4411 DON TOMASO DRIVE #1,LOS ANGELES,CA,90008-5506,90008,34.01,-118.35,Los Angeles,ZIP5_uszipcode,34.005024,-118.351245,2020-08-20 21:59:51.364403
383,1702 IDAHO AVENUE #3,SANTA MONICA,CA,90403-6805,90403,34.03,-118.49,Santa Monica,ZIP5_uszipcode,34.033204,-118.490402,2020-08-20 21:59:51.629977
384,6106 W 75TH PLACE,LOS ANGELES,CA,90045-1634,90045,33.96,-118.4,Los Angeles,ZIP5_uszipcode,33.972042,-118.392334,2020-08-20 21:59:51.879933
385,5216 S VERMONT AVENUE,LOS ANGELES,CA,90037-3528,90037,34.0,-118.29,Los Angeles,ZIP5_uszipcode,33.994716,-118.291192,2020-08-20 21:59:52.129884
386,1432 W 25TH STREET,SAN PEDRO,CA,90732-4418,90732,33.74,-118.32,San Pedro,ZIP5_uszipcode,33.72260167,-118.31034,2020-08-20 21:59:52.395459
387,11613 AMESTOY AVENUE,GRANADA HILLS,CA,91344-2527,91344,34.29,-118.5,Granada Hills,ZIP5_uszipcode,34.281502,-118.504675,2020-08-20 21:59:52.614167
388,2000 CANAL AVENUE,LONG BEACH,CA,90810-4060,90810,33.82,-118.22,Long Beach,ZIP5_uszipcode,33.793639,-118.213548,2020-08-20 21:59:52.864120
389,441 W OLIVE STREET,INGLEWOOD,CA,90301-2217,90301,33.96,-118.36,Inglewood,ZIP5_uszipcode,33.961142,-118.363639,2020-08-20 21:59:53.067208
390,3623 W 60TH STREET,LOS ANGELES,CA,90043-2905,90043,33.99,-118.34,Los Angeles,ZIP5_uszipcode,33.985604,-118.33612,2020-08-20 21:59:53.364027
391,11800 ALLASEBA DRIVE,LOS ANGELES,CA,90066-,90066,34.0,-118.43,Los Angeles,ZIP5_uszipcode,34.018593,-118.436996,2020-08-20 21:59:53.598357
392,2662 CARMAR DRIVE,LOS ANGELES,CA,90046-1007,90046,34.11,-118.37,Los Angeles,ZIP5_uszipcode,34.118772,-118.380105,2020-08-20 21:59:53.817068
393,924 W 17TH STREET,LOS ANGELES,CA,90015-3318,90015,34.04,-118.27,Los Angeles,ZIP5_uszipcode,34.038978,-118.277209,2020-08-20 21:59:54.051397
394,16962 GEORGETTE PLACE,GRANADA HILLS,CA,91344-1712,91344,34.29,-118.5,Granada Hills,ZIP5_uszipcode,34.296369,-118.502132,2020-08-20 21:59:54.254484
395,2001 S BARRINGTON AVENUE #220,LOS ANGELES,CA,90025-5385,90025,34.05,-118.44,Los Angeles,ZIP5_uszipcode,34.036557,-118.4503,2020-08-20 21:59:54.520058
396,3006 E 1ST STREET,LOS ANGELES,CA,90063-2807,90063,34.04,-118.19,Los Angeles,ZIP5_uszipcode,34.040178,-118.20210717,2020-08-20 21:59:54.770011
397,9138 LA SALLE AVENUE,LOS ANGELES,CA,90047-3608,90047,33.95,-118.31,Los Angeles,ZIP5_uszipcode,33.95339,-118.305477,2020-08-20 21:59:55.066830
398,815 CALLE PENSAMIENTO,THOUSAND OAKS,CA,91360-4841,91360,34.21,-118.88,Thousand Oaks,ZIP5_uszipcode,34.21076967,-118.86426233,2020-08-20 21:59:55.316782
399,2651 E THOMPSON STREET,LONG BEACH,CA,90805-1837,90805,33.86,-118.18,Long Beach,ZIP5_uszipcode,33.881176,-118.160706,2020-08-20 21:59:55.582355
400,3740 MOORE STREET,LOS ANGELES,CA,90066-3530,90066,34.0,-118.43,Los Angeles,ZIP5_uszipcode,34.002157,-118.441643,2020-08-20 21:59:55.816704
401,707 WILSHIRE BLVD #5700,LOS ANGELES,CA,90017-3543,90017,34.05,-118.26,Los Angeles,ZIP5_uszipcode,34.049205,-118.257022,2020-08-20 21:59:56.035398
402,5008 PICKFORD WAY,CULVER CITY,CA,90230-4916,90230,34.0,-118.4,Culver City,ZIP5_uszipcode,34.006367,-118.396459,2020-08-20 21:59:56.269726
403,1128 N LA BREA AVENUE,INGLEWOOD,CA,90302-1213,90302,33.97,-118.35,Inglewood,ZIP5_uszipcode,33.97831867,-118.3573995,2020-08-20 21:59:56.550924
404,3586 TACOMA AVENUE,LOS ANGELES,CA,90065-1727,90065,34.11,-118.23,Los Angeles,ZIP5_uszipcode,34.098428,-118.225112,2020-08-20 21:59:56.863365
405,910 N MARTEL AVENUE #304,LOS ANGELES,CA,90046-6655,90046,34.11,-118.37,Los Angeles,ZIP5_uszipcode,34.0876975,-118.35076033,2020-08-20 21:59:57.128940
406,19248 ROSCOE BLVD,NORTHRIDGE,CA,91324-4239,91324,34.24,-118.55,Northridge,ZIP5_uszipcode,34.220112,-118.552915,2020-08-20 21:59:57.363270
407,1 LILLY CORPORATE CENTER,INDIANAPOLIS,CA,46285-3669,46285,,,Indianapolis,ZIP5_uszipcode,39.76845169067383,-86.15621185302734,2020-08-20 21:59:57.566358
408,8367 BLACKBURN AVENUE #11,LOS ANGELES,CA,90048-4244,90048,34.07,-118.38,Los Angeles,ZIP5_uszipcode,34.07228,-118.372423,2020-08-20 21:59:57.800688
409,1041 W 105TH STREET,LOS ANGELES,CA,90044-3017,90044,33.95,-118.29,Los Angeles,ZIP5_uszipcode,33.941581,-118.293484,2020-08-20 21:59:58.036052
410,4147 VERDUGO ROAD,LOS ANGELES,CA,90065-3820,90065,34.11,-118.23,Los Angeles,ZIP5_uszipcode,34.126324,-118.232236,2020-08-20 21:59:58.253480
411,16047 HAYNES STREET,VAN NUYS,CA,91406-6480,91406,34.2,-118.49,Van Nuys,ZIP5_uszipcode,34.189455,-118.483093,2020-08-20 21:59:58.497837
412,9880 MERCEDES AVENUE,ARLETA,CA,91331-5223,91331,34.26,-118.42,Pacoima,ZIP5_uszipcode,34.250385,-118.439117,2020-08-20 21:59:58.766133
413,18232 CLARK STREET,TARZANA,CA,91356-3602,91356,34.16,-118.55,Tarzana,ZIP5_uszipcode,34.169493,-118.530193,2020-08-20 21:59:59.004215
414,7523 BOVEY AVENUE,RESEDA,CA,91335-2480,91335,34.2,-118.54,Reseda,ZIP5_uszipcode,34.207221,-118.560662,2020-08-20 21:59:59.191679
415,22031 RUNNYMEDE STREET,CANOGA PARK,CA,91303-1111,91303,34.2,-118.6,Canoga Park,ZIP5_uszipcode,34.205826,-118.607121,2020-08-20 21:59:59.394772
416,7636 YANKEY STREET,DOWNEY,CA,90242-2238,90242,33.92,-118.14,Downey,ZIP5_uszipcode,33.934419,-118.152087,2020-08-20 21:59:59.675961
417,1127 WILSHIRE BLVD #1410,LOS ANGELES,CA,90017-4005,90017,34.05,-118.26,Los Angeles,ZIP5_uszipcode,34.053174,-118.263834,2020-08-20 21:59:59.925914
418,1945 N BERENDO STREET,LOS ANGELES,CA,90027-1801,90027,34.13,-118.29,Los Angeles,ZIP5_uszipcode,34.106691,-118.294289,2020-08-20 22:00:00.191488
419,8405 PERSHING DRIVE #301,PLAYA DEL REY,CA,90293-7861,90293,33.95,-118.44,Playa Del Rey,ZIP5_uszipcode,33.957044,-118.443225,2020-08-20 22:00:00.441441
420,5225 S CENTRAL AVENUE,LOS ANGELES,CA,90011-4715,90011,34.01,-118.26,Los Angeles,ZIP5_uszipcode,33.995311,-118.25681,2020-08-20 22:00:00.722639
421,6363 WILSHIRE BLVD #100,LOS ANGELES,CA,90048-5726,90048,34.07,-118.38,Los Angeles,ZIP5_uszipcode,34.064085,-118.367516,2020-08-20 22:00:01.050701
422,18220   SAINT ANDREWS PLACE,TORRANCE,CA,90504-5440,90504,33.87,-118.33,Torrance,ZIP5_uszipcode,33.865009,-118.311513,2020-08-20 22:00:01.363142
423,836 W CHERRY STREET,COMPTON,CA,90222-3802,90222,33.91,-118.24,Compton,ZIP5_uszipcode,33.903788,-118.239691,2020-08-20 22:00:01.581851
424,12462 FALLCREEK LANE,CERRITOS,CA,90703-2075,90703,33.87,-118.07,Cerritos,ZIP5_uszipcode,33.881956,-118.066292,2020-08-20 22:00:01.800560
425,1206 PACIFIC COAST HIGHWAY,HARBOR CITY,CA,90710-2932,90710,33.8,-118.3,Harbor City,ZIP5_uszipcode,33.789239,-118.297845,2020-08-20 22:00:02.076776
426,12272 MONARCH STREET,GARDEN GROVE,CA,92841-2907,92841,33.79,-117.99,Garden Grove,ZIP5_uszipcode,33.784084,-118.005158,2020-08-20 22:00:02.326728
427,615 S PACIFIC AVENUE,SAN PEDRO,CA,90731-2629,90731,33.74,-118.27,San Pedro,ZIP5_uszipcode,33.7384,-118.288208,2020-08-20 22:00:02.592303
428,604 W PACIFIC COAST HIGHWAY,WILMINGTON,CA,90744-2546,90744,33.78,-118.26,Wilmington,ZIP5_uszipcode,33.790463,-118.270038,2020-08-20 22:00:02.873500
429,122 N WETHERLY DRIVE APARTMENT #8,LOS ANGELES,CA,90048-2807,90048,34.07,-118.38,Los Angeles,ZIP5_uszipcode,34.075993,-118.388444,2020-08-20 22:00:03.114018
430,125 S WESTERN AVENUE,LOS ANGELES,CA,90004-4101,90004,34.08,-118.31,Los Angeles,ZIP5_uszipcode,34.072213,-118.309455,2020-08-20 22:00:03.426459
431,4144 N CENTRAL EXPRESSWAY #260,DALLAS,CA,75204-3100,75204,32.8,-96.79,Dallas,ZIP5_uszipcode,32.814003,-96.788971,2020-08-20 22:00:03.826031
432,516 W AVENUE 37,LOS ANGELES,CA,90065-2504,90065,34.11,-118.23,Los Angeles,ZIP5_uszipcode,34.093165,-118.215513,2020-08-20 22:00:04.154080
433,7607 ALONDRA BLVD,PARAMOUNT,CA,90723-4101,90723,33.9,-118.17,Paramount,ZIP5_uszipcode,33.8894865,-118.166373,2020-08-20 22:00:04.388410
434,7044 SEPULVEDA BLVD,VAN NUYS,CA,91405-2926,91405,34.2,-118.45,Van Nuys,ZIP5_uszipcode,34.198821,-118.465081,2020-08-20 22:00:04.685232
435,23907 HAMLIN STREET,WEST HILLS,CA,91307-3124,91307,34.2,-118.69,West Hills,ZIP5_uszipcode,34.189073,-118.646948,2020-08-20 22:00:04.935183
436,10329 PLAINVIEW AVENUE,TUJUNGA,CA,91042-1713,91042,34.3,-118.2,Tujunga,ZIP5_uszipcode,34.256917,-118.298069,2020-08-20 22:00:05.153891
437,1611 CERRO GORDO STREET,LOS ANGELES,CA,90026-2031,90026,34.08,-118.26,Los Angeles,ZIP5_uszipcode,34.092978,-118.248757,2020-08-20 22:00:05.388221
438,7336 CLAIRE AVENUE,RESEDA,CA,91335-2538,91335,34.2,-118.54,Reseda,ZIP5_uszipcode,34.204043,-118.549933,2020-08-20 22:00:05.591308
439,5289 LAKEVIEW CANYON ROAD,WESTLAKE VILLAGE,CA,91362-5214,91362,34.2,-118.82,Thousand Oaks,ZIP5_uszipcode,34.187335,-118.79792667,2020-08-20 22:00:05.825639
440,1213 S WINDSOR BLVD,LOS ANGELES,CA,90019-3160,90019,34.05,-118.34,Los Angeles,ZIP5_uszipcode,34.050398,-118.328596,2020-08-20 22:00:06.044348
441,2462 PURDUE AVENUE,LOS ANGELES,CA,90064-5126,90064,34.04,-118.43,Los Angeles,ZIP5_uszipcode,34.032795,-118.439055,2020-08-20 22:00:06.419276
442,1824 S BARRINGTON AVENUE,LOS ANGELES,CA,90025-5389,90025,34.05,-118.44,Los Angeles,ZIP5_uszipcode,34.039544,-118.451962,2020-08-20 22:00:06.700475
443,2875 POMONA BLVD #A,POMONA,CA,91768-3281,91768,34.07,-117.79,Pomona,ZIP5_uszipcode,34.052472,-117.804305,2020-08-20 22:00:06.966058
444,4356 LEMP AVENUE,STUDIO CITY,CA,91604-2707,91604,34.14,-118.39,Studio City,ZIP5_uszipcode,34.149039,-118.384142,2020-08-20 22:00:07.169135
445,17150 SEPTO STREET,NORTHRIDGE,CA,91325-1672,91325,34.23,-118.52,Northridge,ZIP5_uszipcode,34.250961,-118.507025,2020-08-20 22:00:07.403466
446,5816 YORK BLVD,LOS ANGELES,CA,90042-2635,90042,34.11,-118.19,Los Angeles,ZIP5_uszipcode,34.118233,-118.191631,2020-08-20 22:00:07.684663
447,4611 CRENSHAW BLVD,LOS ANGELES,CA,90043-1288,90043,33.99,-118.34,Los Angeles,ZIP5_uszipcode,34.001688,-118.331318,2020-08-20 22:00:07.950240
448,152 W PICO BLVD,LOS ANGELES,CA,90015-2428,90015,34.04,-118.27,Los Angeles,ZIP5_uszipcode,34.037233,-118.262022,2020-08-20 22:00:08.231435
449,14251 BURTON STREET,PANORAMA CITY,CA,91402-4264,91402,34.23,-118.44,Panorama City,ZIP5_uszipcode,34.220832,-118.444455,2020-08-20 22:00:08.450144
450,2550 BEVERLY BLVD #2FL,LOS ANGELES,CA,90057-1036,90057,34.06,-118.28,Los Angeles,ZIP5_uszipcode,34.0689735,-118.276195,2020-08-20 22:00:08.684475
451,3470 E 1ST STREET,LOS ANGELES,CA,90063-2946,90063,34.04,-118.19,Los Angeles,ZIP5_uszipcode,34.03599383,-118.1929315,2020-08-20 22:00:08.981294
452,17031 ENCINO HILLS DRIVE,ENCINO,CA,91436-4009,91436,34.15,-118.49,Encino,ZIP5_uszipcode,34.131572,-118.501912,2020-08-20 22:00:09.219870
453,28608 S MONTEREINA DRIVE,RANCHO PALOS VERDES,CA,90275-0840,90275,33.76,-118.36,Rancho Palos Verdes,ZIP5_uszipcode,33.758617,-118.31502,2020-08-20 22:00:09.485444
454,2220 GASPAR AVENUE,LOS ANGELES,CA,90040-1516,90040,33.99,-118.15,Los Angeles,ZIP5_uszipcode,34.003784,-118.148663,2020-08-20 22:00:09.735397
455,20640 COVELLO STREET,WINNETKA,CA,91306-2744,91306,34.21,-118.58,Winnetka,ZIP5_uszipcode,34.207024,-118.583332,2020-08-20 22:00:09.954106
456,1031 W 61ST STREET,LOS ANGELES,CA,90044-3727,90044,33.95,-118.29,Los Angeles,ZIP5_uszipcode,33.98438,-118.292635,2020-08-20 22:00:10.188437
457,3646 E OLYMPIC BLVD,LOS ANGELES,CA,90023-3129,90023,34.02,-118.2,Los Angeles,ZIP5_uszipcode,34.01811,-118.198877,2020-08-20 22:00:10.485256
458,301 N LAKE AVENUE #7FL,PASADENA,CA,91101-5118,91101,34.15,-118.14,Pasadena,ZIP5_uszipcode,34.150854,-118.132859,2020-08-20 22:00:10.735209
459,1125 S BEVERLY DRIVE #100,LOS ANGELES,CA,90035-1149,90035,34.05,-118.39,Los Angeles,ZIP5_uszipcode,34.056846,-118.396882,2020-08-20 22:00:10.997055
460,11645 WILSHIRE BLVD #600,LOS ANGELES,CA,90025-6807,90025,34.05,-118.44,Los Angeles,ZIP5_uszipcode,34.050237,-118.460533,2020-08-20 22:00:11.240191
461,5636 ALDAMA STREET,LOS ANGELES,CA,90042-2539,90042,34.11,-118.19,Los Angeles,ZIP5_uszipcode,34.114372,-118.196325,2020-08-20 22:00:11.521390
462,921 GRAMERCY DRIVE #11,LOS ANGELES,CA,90019-,90019,34.05,-118.34,Los Angeles,ZIP5_uszipcode,34.055036,-118.312635,2020-08-20 22:00:11.724476
463,20481 VIA PALO PINTO,MURRIETA,CA,92562-9135,92562,33.5,-117.3,Murrieta,ZIP5_uszipcode,33.55598667,-117.30355833,2020-08-20 22:00:12.068160
464,1735 N GRAMERCY PLACE #211,LOS ANGELES,CA,90028-5846,90028,34.1,-118.33,Los Angeles,ZIP5_uszipcode,34.102864,-118.312816,2020-08-20 22:00:12.286868
465,1404 PACIFIC COAST HIGHWAY,HARBOR CITY,CA,90710-2740,90710,33.8,-118.3,Harbor City,ZIP5_uszipcode,33.78908,-118.301474,2020-08-20 22:00:12.583688
466,16534 LAS CASAS PLACE,PACIFIC PALISADES,CA,90272-2342,90272,34.08,-118.54,Pacific Palisades,ZIP5_uszipcode,34.049836,-118.542037,2020-08-20 22:00:12.866089
467,11514 SANTA MONICA BLVD,LOS ANGELES,CA,90025-3008,90025,34.05,-118.44,Los Angeles,ZIP5_uszipcode,34.04513917,-118.45206917,2020-08-20 22:00:13.154149
468,12614 MEADOWLARK AVENUE,GRANADA HILLS,CA,91344-1530,91344,34.29,-118.5,Granada Hills,ZIP5_uszipcode,34.299678,-118.5083,2020-08-20 22:00:13.408405
469,1055 HARTZELL STREET,PACIFIC PALISADES,CA,90272-3821,90272,34.08,-118.54,Pacific Palisades,ZIP5_uszipcode,34.049009,-118.520756,2020-08-20 22:00:13.673293
470,22635 FLAMINGO STREET,WOODLAND HILLS,CA,91364-4919,91364,34.15,-118.6,Woodland Hills,ZIP5_uszipcode,34.148054,-118.619182,2020-08-20 22:00:13.943223
471,1823 SAWTELLE BLVD,LOS ANGELES,CA,90025-5532,90025,34.05,-118.44,Los Angeles,ZIP5_uszipcode,34.043133,-118.445943,2020-08-20 22:00:14.263319
472,813 LUCILE AVENUE APARTMENT #1,LOS ANGELES,CA,90026-1589,90026,34.08,-118.26,Los Angeles,ZIP5_uszipcode,34.08393,-118.28384,2020-08-20 22:00:14.603587
473,601 S HILL STREET #A1,LOS ANGELES,CA,90014-1715,90014,34.044,-118.252,Los Angeles,ZIP5_uszipcode,34.047431,-118.253481,2020-08-20 22:00:14.913581
474,5510 CAHUENGA BLVD,N HOLLYWOOD,CA,91601-2919,91601,34.17,-118.37,North Hollywood,ZIP5_uszipcode,34.17036,-118.361291,2020-08-20 22:00:15.153948
475,4203 CHEVY CHASE DRIVE,LOS ANGELES,CA,90039-1274,90039,34.12,-118.26,Los Angeles,ZIP5_uszipcode,34.133552,-118.265963,2020-08-20 22:00:15.397800
476,11961 MONTANA AVENUE,LOS ANGELES,CA,90049-5000,90049,34.09,-118.5,Los Angeles,ZIP5_uszipcode,34.0515315,-118.471845,2020-08-20 22:00:15.772729
477,3910 MARKET STREET #C,VENTURA,CA,93003-8766,93003,34.27,-119.22,Ventura,ZIP5_uszipcode,34.25968067,-119.24213117,2020-08-20 22:00:16.054949
478,6166 SAN VICENTE BLVD,LOS ANGELES,CA,90048-,90048,34.07,-118.38,Los Angeles,ZIP5_uszipcode,34.059523,-118.365699,2020-08-20 22:00:16.308282
479,2443 VENUS DRIVE,LOS ANGELES,CA,90046-1645,90046,34.11,-118.37,Los Angeles,ZIP5_uszipcode,34.115071,-118.367927,2020-08-20 22:00:16.679308
480,23666 BIRTCHER DRIVE #100,LAKE FOREST,CA,92630-1795,92630,33.65,-117.68,Lake Forest,ZIP5_uszipcode,33.633245,-117.717168,2020-08-20 22:00:16.936996
481,140 W 84TH PLACE,LOS ANGELES,CA,90003-2820,90003,33.96,-118.27,Los Angeles,ZIP5_uszipcode,33.962135,-118.275331,2020-08-20 22:00:17.162899
482,24303 WOOLSEY CANYON ROAD #141,WEST HILLS,CA,91304-1106,91304,34.23,-118.63,Canoga Park,ZIP5_uszipcode,34.237146,-118.65646,2020-08-20 22:00:17.412851
483,115 W 25TH STREET,LOS ANGELES,CA,90007-2711,90007,34.03,-118.28,Los Angeles,ZIP5_uszipcode,34.026421,-118.268464,2020-08-20 22:00:17.725292
484,630 SINALOA ROAD,SIMI VALLEY,CA,93065-5435,93065,34.27,-118.79,Simi Valley,ZIP5_uszipcode,34.25037,-118.787229,2020-08-20 22:00:17.928380
485,1407 BOYD STREET,LOS ANGELES,CA,90033-3714,90033,34.05,-118.21,Los Angeles,ZIP5_uszipcode,34.044322,-118.22571,2020-08-20 22:00:18.225198
486,2012 S BUDLONG AVENUE,LOS ANGELES,CA,90007-1110,90007,34.03,-118.28,Los Angeles,ZIP5_uszipcode,34.037768,-118.29603617,2020-08-20 22:00:18.459530
487,24121 WELBY WAY,WEST HILLS,CA,91307-2910,91307,34.2,-118.69,West Hills,ZIP5_uszipcode,34.193475,-118.651063,2020-08-20 22:00:18.709482
488,1540 248TH STREET,HARBOR CITY,CA,90710-2008,90710,33.8,-118.3,Harbor City,ZIP5_uszipcode,33.799215,-118.304939,2020-08-20 22:00:18.975058
489,5410 VENICE BLVD,LOS ANGELES,CA,90019-5151,90019,34.05,-118.34,Los Angeles,ZIP5_uszipcode,34.043739,-118.357894,2020-08-20 22:00:19.256254
490,3130 AIRWAY AVENUE,COSTA MESA,CA,92626-4610,92626,33.68,-117.9,Costa Mesa,ZIP5_uszipcode,33.675142,-117.873132,2020-08-20 22:00:19.490584
491,4708 LANKERSHIM BLVD,N HOLLYWOOD,CA,91602-1804,91602,34.15,-118.37,North Hollywood,ZIP5_uszipcode,34.155917,-118.368682,2020-08-20 22:00:19.740538
492,9731 QUARTZ AVENUE,CHATSWORTH,CA,91311-5639,91311,34.3,-118.6,Chatsworth,ZIP5_uszipcode,34.247006,-118.564341,2020-08-20 22:00:19.982612
493,3306 GLENDALE BLVD,LOS ANGELES,CA,90039-1851,90039,34.12,-118.26,Los Angeles,ZIP5_uszipcode,34.118995,-118.25936,2020-08-20 22:00:20.204030
494,330 PFINGSTEN ROAD,NORTHBROOK,CA,60062-2003,60062,42.12,-87.84,Northbrook,ZIP5_uszipcode,42.146229,-87.849116,2020-08-20 22:00:20.466340
495,6050 W JEFFERSON BLVD,LOS ANGELES,CA,90016-4308,90016,34.03,-118.36,Los Angeles,ZIP5_uszipcode,34.0205155,-118.38073383,2020-08-20 22:00:20.771361
496,1201 N CABRILLO AVENUE,SAN PEDRO,CA,90731-1317,90731,33.74,-118.27,San Pedro,ZIP5_uszipcode,33.754764,-118.295764,2020-08-20 22:00:21.005692
